kind,issuer,cusip,putcall,shares,share_chg,value,w_prev,w_cur,w_pp
TRIM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,,8914995.0,-3.969948124353763,4257534162.0,10.797671148090057,8.755124431867554,-2.0425467162225033
TRIM,LAM RESEARCH CORP,512807306,,9441603.0,-5.992947681113316,4091329827.0,7.385369517518146,8.413344523903824,1.0279750063856774
ADD,MICRON TECHNOLOGY INC,595112103,,3142269.0,1793.7202813217543,3627089685.0,0.1929311281763158,7.45868859988217,7.265757471705855
NEW,SPACE EXPLORATION TECHN CORP,84615Q103,,18561780.0,,3171465731.0,0.0,6.521750865591478,6.521750865591478
TRIM,APPLIED MATLS INC,038222105,,4213483.0,-19.71568548619127,3046348209.0,6.173530521669432,6.264461215752862,0.09093069408343002
TRIM,GE VERNOVA INC,36828A101,,2558164.0,-0.5517894476585297,3005484557.0,7.727866470923049,6.180429862300969,-1.54743660862208
ADD,AMAZON COM INC,023135106,,11834799.0,49.226430334724284,2820705995.0,5.684673920748999,5.8004542141686235,0.11578029341962459
ADD,BROADCOM INC,11135F101,,5846831.0,6.231617419945159,2208640410.0,5.862800790371051,4.541812438615254,-1.3209883517557977
ADD,EATON CORP PLC,G29183103,,4968415.0,4.63129604350681,2117140999.0,5.845241775010539,4.3536545288332045,-1.4915872461773345
ADD,ALPHABET INC,02079K305,,4856251.0,12.584544165125354,1735478421.0,4.268885757245711,3.5688097726357184,-0.7000759846099922
NEW,INTEL CORP,458140100,,12084027.0,,1687292689.0,0.0,3.4697214122260753,3.4697214122260753
NEW,CEREBRAS SYSTEMS INC,15675D103,,7011028.0,,1549437188.0,0.0,3.186237588268812,3.186237588268812
TRIM,META PLATFORMS INC,30303M102,,2526048.0,-10.170778960305201,1422897577.0,5.537100311848662,2.926023577597272,-2.61107673425139
ADD,EQUINIX INC,29444U700,,1273517.0,16.741529362371505,1327501387.0,3.680234515771561,2.7298523944672377,-0.9503821213043233
TRIM,NVIDIA CORPORATION,67066G104,,6055197.0,-4.365754735754831,1211584367.0,3.8003625354367716,2.491482508224319,-1.3088800272124526
KEEP,CONSTELLATION ENERGY CORP,21037T109,,4632475.0,0.0,1150567816.0,4.452151880003628,2.3660090590206972,-2.0861428209829307
NEW,FORGENT POWER SOLUTIONS INC,34631F102,,20501387.0,,1145207477.0,0.0,2.3549861445457263,2.3549861445457263
NEW,HUT 8 CORP,44812J104,,9715476.0,,1121603127.0,0.0,2.3064465407469226,2.3064465407469226
ADD,MICROSOFT CORP,594918104,,2936409.0,18.402777077737774,1095339285.0,3.159508892881818,2.2524380005874014,-0.9070708922944166
TRIM,NATERA INC,632307104,,2505090.0,-1.445880585811392,680006681.0,1.749526546361215,1.3983547471665045,-0.35117179919471053
TRIM,APPLOVIN CORP,03831W108,,1171189.0,-9.210718073066214,603431708.0,1.7670107063508342,1.2408872104487338,-0.5261234959021004
TRIM,SPOTIFY TECHNOLOGY S A,L8681T102,,1310632.0,-0.7784004106247643,601750470.0,2.204445615013423,1.2374299398010993,-0.9670156752123238
TRIM,ASML HLDG NV,N07059210,,295406.0,-40.470423227751425,587692513.0,2.2557820994886213,1.2085213842594036,-1.0472607152292177
KEEP,REDDIT INC,75734B100,,2789891.0,0.0,484269280.0,1.2928772655037584,0.9958435196534564,-0.29703374585030196
KEEP,NU HLDGS LTD,G6683N103,,29333576.0,0.0,391896575.0,1.4507262969787058,0.8058897822057487,-0.6448365147729571
TRIM,NETFLIX INC.,64110L106,,4710420.0,-31.66926812851415,336323988.0,2.28116423417379,0.6916112125753813,-1.5895530215984088
TRIM,ALPHABET INC,02079K107,,908395.0,-18.59420997683453,320963205.0,1.1016740987091251,0.6600235467061918,-0.44165055200293335
TRIM,INTUITIVE SURGICAL INC,46120E602,,793704.0,-7.193545558186443,315640206.0,1.3568617402066088,0.6490774176036564,-0.7077843226029523
KEEP,FIRST CTZNS BANCSHARES INC D,31946M103,,139498.0,0.0,290266043.0,0.904825226268113,0.596898398958946,-0.307926827309167
TRIM,VERTIV HOLDINGS CO,92537N108,,806594.0,-17.831409498254438,270063803.0,0.8465629542382545,0.5553548391723664,-0.29120811506588806
